Sample Name,Sample Type,HELPER,BATCH,Betaine,Choline,Cystamine,Cysteamine,Cytidine,Glycine,Methionine,Phe-d8,Phenylalanine,Serine,Threonine,TMAOd9,TMNO,Valine,Valine-d8,AccoA.M0-0(PO3),AcAccoA.M0-0(PO3),Phe-d8(NEG),Pump A press,Pump B press,Oven Temp,Cooler Temp,Room Temp,Run Order,Sample Number,Tray
S1061,Sample,1061.0,,255593024.8,1849314.444,507465.8405,33063.96811,29278.99736,101952.1314,1760123.77,17400129.15,51394267.49,104576.6824,1578526.854,116551830.1,15021115.65,5676822.16,1826047.998,18445.60904,80400.87254,1389600.376,458372.3364,816934.121,,,,1442.0,S1061,15.0
S1062,Sample,1062.0,,247188710.9,2400299.015,1750368.3,23403.72811,37014.21076,213478.5396,1745290.868,20464819.61,60338926.98,148416.6662,1768254.171,123740414.2,49332502.05,6499737.248,1983558.785,14807.34234,60034.07249,1416559.07,455791.1058,809344.1107,,,,1444.0,S1062,15.0
S1063,Sample,1063.0,,407282077.2,3593199.337,1359056.835,52625.81779,135379.9382,154752.37,2106848.901,17962215.32,65418950.91,194997.3863,3644670.702,110268771.0,159283577.2,9043859.688,1888402.347,14644.03755,57456.22758,1325362.434,454239.6885,808507.2293,,,,1446.0,S1063,15.0
S1064,Sample,1064.0,,307100751.9,2507420.611,962253.4341,15349.96717,33788.10183,86859.79547,1714813.449,17074799.76,37948558.12,132493.0576,2329772.377,127873320.9,18356648.86,5168182.115,2012343.39,22022.26962,123609.9252,1309340.613,455235.6428,808850.321,,,,1448.0,S1064,15.0
S1065,Sample,1065.0,,249259969.3,2295060.512,1611060.521,15161.80218,46596.06417,171072.3451,1392674.506,16014741.57,43742984.15,77716.67792,2080941.013,129845156.8,23450608.65,7054105.529,1861996.522,47220.99219,125922.1237,1251740.109,458201.2989,811958.1201,,,,1450.0,S1065,15.0
S1066,Sample,1066.0,,238729340.8,1475403.835,1154704.99,11659.79733,25609.42752,63291.51923,1905223.983,20230091.61,55923032.16,154413.6079,2509737.257,120810574.0,4523076.039,10338559.62,2093087.051,12096.72776,102151.2097,1489571.3,460094.5911,820393.3049,,,,1452.0,S1066,15.0
S1067,Sample,1067.0,,192484753.4,1825034.319,843374.2281,39060.69921,30547.34209,70724.78408,1259252.887,19648483.57,48147981.17,125270.16,2010956.506,131282326.0,12800948.75,6473727.073,2044961.483,15312.42346,77587.33436,1465847.603,459232.0702,818861.5748,,,,1454.0,S1067,15.0
S1068,Sample,1068.0,,274104751.3,3408129.861,1413973.637,19488.51897,721628.6189,55356.76821,1383514.565,15243665.36,53326997.42,144288.6798,3729540.097,122079704.6,13087556.18,7399442.733,1951857.964,19849.04704,117488.6296,1244369.193,461296.9459,821992.3929,,,,1456.0,S1068,15.0
S1069,Sample,1069.0,,310099086.6,1551743.058,871546.5418,15588.03419,35153.09528,58538.36225,1356568.557,18055718.45,45272764.68,82071.59504,1448946.793,132795472.3,11118711.94,5451113.36,2161323.232,16599.43884,74022.1281,1457533.003,459294.598,816842.3001,,,,1458.0,S1069,15.0
S1070,Sample,1070.0,,224644338.4,2368096.665,964436.3783,45676.27292,64533.24121,82434.78301,1716578.704,15530512.66,44526858.05,109300.0461,1747712.839,123303051.9,69881204.2,7761360.398,1659543.116,24866.08382,100742.2344,1176037.178,457290.1631,814337.0643,,,,1462.0,S1070,15.0
S1071,Sample,1071.0,,364808416.2,3696635.327,1731833.477,27542.40799,38950.52363,87767.81952,1654364.287,16527292.97,58495296.14,123561.1928,2392146.364,133553480.5,51764196.39,8478252.707,1965755.111,13225.02341,110235.6922,1396330.391,460821.0125,829113.7854,,,,1464.0,S1071,15.0
S1072,Sample,1072.0,,302300148.8,2328439.372,2189978.714,32898.17181,78252.05732,116051.3516,1871651.104,18320400.67,50170007.36,118047.0531,2179288.89,123722094.4,17003685.34,7745574.986,1866851.771,29479.24204,104895.6579,1280729.755,456360.8044,814123.4232,,,,1466.0,S1072,15.0
S1073,Sample,1073.0,,198757382.2,2132450.283,925766.4256,13861.07736,26084.39337,57357.60968,1764464.503,14634938.39,43630804.86,94635.33397,1854467.642,127807210.8,16793542.43,5284278.302,1905651.659,,80027.41156,1286513.626,456185.1232,811799.6141,,,,1468.0,S1073,15.0
S1074,Sample,1074.0,,274717429.6,1952047.665,1525034.16,10535.1091,32079.88081,84450.56536,1944692.215,20875955.3,59300519.0,143461.0342,2583220.46,109021569.4,236784624.4,6773282.92,1961506.404,5257.736717,112510.9473,1434735.774,454465.4388,814151.4486,,,,1470.0,S1074,15.0
S1075,Sample,1075.0,,257790040.6,1315281.918,550400.8573,12214.54449,37439.5435,62523.25271,1088571.515,17592469.41,60983127.61,120003.7658,1746911.398,132014903.0,9206336.562,7224998.378,1913014.433,17161.64321,113451.3819,1408023.167,453151.7851,809478.1481,,,,1472.0,S1075,15.0
S1076,Sample,1076.0,,319716970.6,2847925.971,849260.8918,49137.14289,313787.4248,67060.63919,1399267.004,18202848.92,51217885.49,118265.1564,2066715.894,118323699.8,190335428.5,7325925.816,1935125.816,25969.73944,92588.62506,1367020.456,453467.3777,811296.8641,,,,1474.0,S1076,15.0
S1077,Sample,1077.0,,238172118.8,1667134.986,710274.5843,8619.272725,42331.21001,55575.19535,2360638.51,23757363.41,54384592.67,116840.9433,2096615.595,118991248.4,41471519.31,6925840.024,2106190.506,29572.42247,111800.4999,1480596.067,452545.1402,806596.1389,,,,1476.0,S1077,15.0
S1078,Sample,1078.0,,310005875.1,2554950.539,930573.8697,13408.40945,58252.9743,54595.54549,1417479.587,17496257.24,42189906.99,132985.9227,2997782.72,134683432.2,50817046.7,6030999.514,2250776.101,33815.78288,80840.01937,1410902.585,453389.9498,808116.2752,,,,1478.0,S1078,15.0
S1079,Sample,1079.0,,328183840.9,2532231.806,1339647.065,11166.00265,76337.84192,55948.02969,1770925.015,18502508.65,58567005.83,122499.2133,1896929.841,134152236.6,41544948.64,10740817.13,2080952.995,13419.36895,84972.24168,1366498.853,451620.2549,805042.757,,,,1480.0,S1079,15.0
S1080,Sample,1080.0,,287095519.5,2664329.694,885124.4729,37141.95226,66864.03167,57815.3191,2553722.577,17451569.07,74798305.5,200486.1039,2429222.278,121469572.2,25966861.66,14131716.79,2229561.702,32656.0672,53172.91448,1294508.081,452296.0483,808665.7728,,,,1484.0,S1080,15.0
S1081,Sample,1081.0,,289586144.5,2142494.223,1254521.647,74414.47188,52892.73514,118114.526,1488023.855,18779392.94,45090545.56,114397.3587,1743523.141,136508777.1,26118636.83,7193837.521,2030858.177,9924.234451,68114.95446,1427886.238,454159.5394,806733.5251,,,,1486.0,S1081,15.0
S1082,Sample,1082.0,,290696383.2,2699429.765,2504986.247,38906.91304,35440.79692,59583.16934,1913819.778,17830679.57,66137162.75,135709.9896,2456907.817,130672930.7,30593726.25,9336560.161,1965586.224,26549.4832,106913.5864,1351340.513,458822.3325,818395.1061,,,,1488.0,S1082,15.0
S1083,Sample,1083.0,,380479743.3,3782394.128,2621334.146,15002.03374,72362.12159,75061.68546,1944174.754,15235240.17,59365073.91,90904.54537,2192243.428,111789506.8,39162007.82,6703748.87,1789664.706,18682.40235,116680.2361,1222040.737,455642.2472,817462.2922,,,,1490.0,S1083,15.0
S1084,Sample,1084.0,,273172442.2,1933603.714,1372346.583,16189.62664,41913.17121,72960.05113,1374379.641,19463533.2,47245647.47,191405.6728,2795399.401,131230474.6,50562299.53,6293051.261,2254385.605,12372.62607,74011.38762,1357428.965,455979.9355,817376.8341,,,,1492.0,S1084,15.0
S1085,Sample,1085.0,,357294954.2,3463843.044,1188647.193,23717.02155,45825.38473,126183.1689,1857846.084,16329257.97,54759563.45,144833.4275,2649860.693,123961355.2,27935729.21,10172273.97,1994089.097,30416.44593,141841.1591,1319224.065,453258.5576,816611.9043,,,,1494.0,S1085,15.0
S1086,Sample,1086.0,,334024296.1,2362814.752,1303095.802,15880.99058,24903.91277,395328.6159,2749833.795,23189833.14,62090460.33,179376.2894,4518909.772,140961971.3,22662126.56,7344460.875,2326569.191,7392.507851,86938.65012,1453678.073,454979.5596,815859.4595,,,,1496.0,S1086,15.0
S1087,Sample,1087.0,,397241793.4,3394484.617,697186.2578,15528.433,84905.82296,60977.35312,2057620.104,17775203.47,52509484.82,162727.7093,2523548.449,144149959.5,21103919.34,6524298.218,2459426.037,21675.45303,78005.17985,1312740.795,457449.5465,818882.3018,,,,1498.0,S1087,15.0
S1088,Sample,1088.0,,393495816.0,4345818.402,3139503.215,193781.9076,56198.62314,129324.4163,3199571.654,20361317.14,64021808.44,186373.5925,3391904.691,131245623.8,41520184.28,10300609.53,2127974.264,7858.646175,85144.42236,1261294.176,458572.0726,818369.2025,,,,1500.0,S1088,15.0
S1089,Sample,1089.0,,289376634.1,3340942.029,1686820.794,26033.16462,58026.69418,92642.83237,1841740.642,15502012.79,50453924.82,108130.6217,2446562.601,126751926.9,90485176.43,12311591.26,1955307.049,30483.335,102709.4248,1267746.239,455253.4874,819915.8074,,,,1502.0,S1089,15.0
S1090,Sample,1090.0,,410950717.1,3434615.623,1002006.056,16787.87889,39476.55134,96811.50414,1700846.202,14983734.86,60214372.66,144149.8791,2761596.006,123922668.6,17080679.19,6489712.254,1758145.052,43566.26089,96469.42918,1265260.584,419489.8496,753394.5425,,,,1519.0,S1090,16.0
S1091,Sample,1091.0,,227351104.5,2239698.2,2192031.183,27467.55926,62382.41232,149400.3358,1574007.061,20205565.32,70714377.9,159839.1893,2512340.288,132673484.6,11910029.08,9593365.688,2353306.411,45380.48123,67842.7725,1383384.505,422137.6255,757370.8226,,,,1521.0,S1091,16.0
S1092,Sample,1092.0,,264098509.6,2273738.293,489688.07,79753.71986,1482115.186,63926.13785,1256668.262,16959912.49,44794279.92,125038.6931,1880637.234,126926399.2,11230787.47,7481190.794,2313092.501,12499.67234,83289.67284,1339291.7,422173.6896,755667.4781,,,,1523.0,S1092,16.0
S1093,Sample,1093.0,,300871520.7,2832827.783,908506.9369,7555.757044,34834.09776,125629.521,2123118.857,19946986.05,64614539.91,98056.80671,1627302.426,137325351.7,9610256.528,7055007.314,2186527.362,44820.9806,100417.3667,1328796.698,419992.9893,754668.5763,,,,1525.0,S1093,16.0
S1094,Sample,1094.0,,350964060.4,2822380.143,845626.4921,11711.75671,32576.57753,62995.48994,1811884.09,21206663.42,55394207.45,156243.0019,3081813.506,128189735.2,69208963.89,7487950.494,2335820.581,46530.25867,118328.1588,1411495.639,418637.4006,753109.2744,,,,1527.0,S1094,16.0
S1095,Sample,1095.0,,252798746.8,3797762.106,1471696.779,80971.02078,919225.0599,108205.1988,2239904.294,20224250.87,71644956.69,181134.3482,4355158.544,80435246.09,14162684.29,13121819.91,2290876.16,13749.61164,97484.87415,1332429.631,420508.7387,753067.0009,,,,1529.0,S1095,16.0
S1096,Sample,1096.0,,258796307.3,2100887.133,1571357.34,18782.35967,32488.81496,104706.9021,1760389.712,16010180.07,49843145.78,99533.74759,2907448.483,128801869.5,88264037.42,8412130.889,2135797.181,29186.25417,129663.1599,1267882.493,423838.7017,754595.2687,,,,1531.0,S1096,16.0
S1097,Sample,1097.0,,389281345.3,2376028.398,706907.466,21003.53789,35723.88201,79215.06531,1732542.387,21538644.97,69232464.15,137644.3437,1309947.894,141609972.7,18967915.87,7137378.87,2049506.764,10056.8453,86669.47573,1311235.73,425627.8232,751397.9098,,,,1533.0,S1097,16.0
S1098,Sample,1098.0,,295377655.7,3683082.021,2669581.03,12240.73604,111687.7877,80166.91021,1628295.395,20805001.75,56796524.12,174836.5651,3119219.075,144465892.6,19265236.27,8292422.545,2309911.024,14572.87044,118990.4727,1581651.444,426578.7135,755471.6634,,,,1535.0,S1098,16.0
S1099,Sample,1099.0,,217330584.6,2487182.709,1684839.788,19970.48326,38224.92341,62421.52451,2032089.09,19780103.82,50630749.76,79091.35611,1918969.361,114867247.3,12152243.33,7864240.622,1912623.111,26271.34326,60103.8833,1299867.858,424096.8876,751910.0332,,,,1537.0,S1099,16.0
S1100,Sample,1100.0,,263567557.2,2529575.693,1349212.234,18145.60596,27458.88722,64084.95582,1667656.346,16513501.93,49310392.48,166839.9938,2710843.99,133506431.6,15871256.55,6355363.716,1944284.936,12891.58627,97700.86748,1393081.826,419964.9271,750948.9333,,,,1541.0,S1100,16.0
S1101,Sample,1101.0,,247409014.6,2411433.086,1908861.747,10668.91818,51745.71858,114119.2383,1597844.636,18827448.29,47527675.73,112737.9052,2210220.891,120688866.2,15739350.7,6465554.129,1876151.873,14056.55801,82945.24767,1337263.888,422073.0784,753435.1348,,,,1543.0,S1101,16.0
S1102,Sample,1102.0,,267524125.4,2082405.906,471556.6367,39528.2033,89301.32481,102147.3651,1590491.632,20313262.8,48979752.49,129522.3089,1919545.864,120116322.5,22172943.3,6811341.449,2207076.597,17422.37884,71197.43353,1348687.914,403712.4583,703229.1057,,,,1545.0,S1102,16.0
S1103,Sample,1103.0,,232792974.2,1926178.236,1649162.946,10277.47742,61300.78132,108724.9935,1988518.837,16280955.65,46933928.41,152834.6733,3247639.954,123232299.9,13747992.72,6955182.568,1828405.015,31026.10912,71408.05297,1203526.735,420802.9511,754477.1996,,,,1547.0,S1103,16.0
S1104,Sample,1104.0,,294304978.5,2599631.35,2240688.985,24024.45328,67418.56156,116054.4187,1877295.204,20686996.49,52652020.57,123546.359,2416138.888,119169972.8,95764235.72,8036003.471,2134521.642,31422.84962,77063.34766,1374344.315,421066.5378,755232.9836,,,,1549.0,S1104,16.0
S1105,Sample,1105.0,,367199009.5,3350162.369,1226580.899,15815.71406,93475.35,74945.57842,1589090.963,19092717.71,56390048.52,137764.0337,2325042.2,127578494.4,13416831.07,8370658.412,2178692.426,23638.38112,120335.4906,1311577.215,428594.7916,754548.0024,,,,1551.0,S1105,16.0
S1106,Sample,1106.0,,238458996.3,1968469.866,1254954.518,16563.31648,44901.97685,102895.5509,1839825.089,21210721.27,61734964.16,100522.7938,1784761.271,117735189.8,27257799.88,7221533.287,2024501.718,18709.91621,89096.04099,1425694.207,427524.0055,747707.7007,,,,1553.0,S1106,16.0
S1107,Sample,1107.0,,246311717.3,2842407.586,606145.6695,45364.9754,82153.41978,99114.16006,2678035.295,18389116.0,73771582.68,101422.5436,1844663.693,106100042.3,10568975.92,10381955.28,1758746.377,27747.50438,88252.62372,1414307.463,422265.1607,758392.2348,,,,1555.0,S1107,16.0
S1108,Sample,1108.0,,255907133.1,3936725.84,1507109.563,5585.111615,50821.71831,144941.8391,1867454.659,17043101.23,48207177.54,109108.1696,2660629.842,129025693.5,21900045.58,7424119.471,2034133.088,43213.2059,126863.5976,1230182.619,426008.4795,758790.4933,,,,1557.0,S1108,16.0
S1109,Sample,1109.0,,250882494.2,1899111.773,961675.2137,10042.77552,47910.91316,113682.8002,1830398.48,22549234.46,47838696.83,115022.6187,2624626.195,145405546.0,20890334.39,5375991.695,2228890.234,15464.08969,72453.98423,1523235.029,426736.932,767718.8772,,,,1559.0,S1109,16.0
S1110,Sample,1110.0,,266227720.4,2391256.281,1833916.973,13582.28218,61134.58423,250633.6438,2264681.698,20760567.53,64619004.81,80591.56339,1904797.107,126367808.4,24736290.94,9415524.853,1707879.481,28197.26857,148711.8622,1380271.231,422880.1971,756913.898,,,,1563.0,S1110,16.0
S1111,Sample,1111.0,,256007736.6,3739115.47,631673.6531,9026.596718,67326.4856,72558.18228,1815753.06,24732313.25,65921047.85,99434.80998,1996570.281,134234674.9,75235339.2,9390646.065,2432404.927,20171.55401,90258.88627,1730314.408,421626.3622,755943.8048,,,,1565.0,S1111,16.0
S1112,Sample,1112.0,,251548254.3,2222351.642,1029743.851,10895.50052,34299.25566,93976.96406,1288418.265,16879193.25,46152158.98,108603.4285,1690740.66,112681914.2,12562135.42,6399515.4,1803843.081,31728.04984,65167.15257,1214469.072,411528.976,733012.5382,,,,1567.0,S1112,16.0
S1113,Sample,1113.0,,346349422.9,4762844.09,1146413.709,16581.74015,49826.28236,48853.00938,2024940.698,20069503.25,61614598.78,92547.56779,1576104.151,127844404.0,23176718.43,8130821.299,2210642.644,39119.37123,133404.2828,1269685.869,413349.5746,734417.6078,,,,1569.0,S1113,16.0
S1114,Sample,1114.0,,358242185.9,162467.064,1915099.787,6674.513163,52611.91491,75929.80153,1695401.751,17966141.71,46701948.24,129646.6851,2220402.593,132269518.6,34137474.88,8198387.305,2291631.813,35379.08342,107031.7459,1435969.545,413759.4764,736279.9719,,,,1571.0,S1114,16.0
S1115,Sample,1115.0,,283118160.2,4605888.235,1303738.925,10335.6182,90285.65228,112033.7009,3139653.744,22353508.55,78686050.9,171311.7921,3639105.663,131164835.7,40699914.44,10519599.16,2310044.649,50956.60603,66151.56784,1503692.48,409843.6442,733509.2935,,,,1573.0,S1115,16.0
S1116,Sample,1116.0,,267780989.4,2747495.561,735998.9253,9819.085796,65476.21867,101762.7128,1436992.845,17003335.55,42968280.96,125712.3027,2097539.455,116373882.7,33925764.21,5824576.903,2039610.715,25321.5715,116838.0018,1309996.422,409956.1121,734597.1941,,,,1575.0,S1116,16.0
S1117,Sample,1117.0,,206681583.7,2765960.644,503804.9808,22228.79126,39521.21623,67317.49791,2205656.4,16317837.51,61488576.85,158801.2488,2579505.169,119018212.6,18826028.5,9707490.92,1953505.658,37406.46457,85229.2888,1240504.604,412621.3167,735049.82,,,,1577.0,S1117,16.0
S1118,Sample,1118.0,,252387355.4,1493518.062,1335055.45,10485.2435,49752.76279,64754.15653,1785377.392,20659160.61,57368399.87,153779.5815,2385414.622,113055292.7,24960004.28,8341587.055,1920048.442,15986.6114,83872.63007,1333826.524,412877.9678,731363.5693,,,,1579.0,S1118,16.0
S1119,Sample,1119.0,,240060301.8,1612702.205,424485.7213,21881.23565,40740.81564,49788.77205,1759232.829,18309627.45,41647324.68,70641.68473,1954540.395,116298524.5,50308080.77,8004012.666,1779619.886,18623.28865,84588.54078,1305016.42,412290.4393,732590.6762,,,,1581.0,S1119,16.0
S1120,Sample,1120.0,,285934246.9,3407641.189,1738673.658,12789.63389,26739.73943,55403.05979,1383752.128,16518018.51,51775890.21,100887.2288,2488338.804,100458246.3,20819188.65,7637190.706,1727914.497,16555.52274,78906.788,1086569.081,412096.664,732108.2148,,,,1585.0,S1120,16.0
S1121,Sample,1121.0,,303001929.6,2057252.13,995408.1732,14301.9936,39457.4252,63678.20419,1678967.493,23841054.69,57161928.39,122893.3586,2455287.713,128909289.6,25470443.01,5865209.281,2119719.192,10058.79181,61006.87417,1415182.786,411444.741,730720.6421,,,,1587.0,S1121,16.0
S1122,Sample,1122.0,,284173429.8,2708004.85,1771129.221,8117.427395,59475.76842,76675.69059,1156165.894,17621968.23,42817185.46,115860.9106,2003012.06,113287949.6,14831997.2,7114588.866,2031437.364,9779.224163,67066.54611,1220189.996,412042.1036,736142.6784,,,,1589.0,S1122,16.0
S1123,Sample,1123.0,,213117681.4,2348439.184,1146310.124,13045.29896,7999301.515,86966.91161,1364071.585,18073525.72,45802536.55,145386.5648,2721716.162,113163270.9,39194226.23,7996044.513,1947803.015,29224.50558,103057.4381,1204850.692,409685.5712,731448.0916,,,,1591.0,S1123,16.0
S1124,Sample,1124.0,,235683411.3,2057077.785,961874.0514,9075.445844,47090.06313,72919.02436,1681930.899,15897163.18,49413972.27,193101.1232,2774815.193,107018113.2,28310299.59,9639320.096,2086036.066,20266.07712,55358.8199,1122597.906,412239.26,731857.4207,,,,1593.0,S1124,16.0
S1125,Sample,1125.0,,190409264.3,1863287.245,2985802.255,49282.81601,129676.7747,55667.75772,2033094.242,20337576.48,52782162.77,170146.909,4836772.935,122122982.7,29483635.54,11869119.51,2182766.302,14632.30873,78983.2682,1356771.858,412750.0858,730299.4159,,,,1595.0,S1125,16.0
S1126,Sample,1126.0,,219157976.6,2277116.61,1559213.971,18154.38962,42182.94686,67182.01386,1410846.882,19921850.0,43510911.92,121003.0726,3808294.729,132129807.4,23183469.79,9487935.288,2381864.175,25096.85854,94994.80981,1446609.827,412813.3933,732365.1067,,,,1597.0,S1126,16.0
S1127,Sample,1127.0,,192274813.7,2274685.724,1453635.944,21112.78293,40724.7391,47931.13695,1806947.098,16304765.98,52237253.37,122915.2944,1707554.682,115005822.4,12102805.43,9619899.875,2019868.806,58658.34029,71248.7274,1251158.231,410933.3582,736406.756,,,,1599.0,S1127,16.0
S1128,Sample,1128.0,,304133417.0,2823858.888,1649093.323,35930.85505,78819.81723,71256.01424,1863332.763,19723116.78,63230345.91,114505.8411,2214465.253,135589241.8,22037502.61,7668346.948,2360360.086,8245.47629,91907.5849,1431381.682,413716.4206,739639.1717,,,,1601.0,S1128,16.0
S1129,Sample,1129.0,,157936345.1,1555620.128,906961.4435,21697.25849,43580.99637,569195.6304,1852600.445,20040372.53,53498780.67,103287.5835,2467248.445,126209565.9,12712920.68,8667163.811,2464956.736,20924.48896,99671.07582,1444805.175,414364.2049,743814.6915,,,,1603.0,S1129,16.0
S1130,Sample,1130.0,,346415385.0,2888461.902,1647314.308,37289.20124,44318.0249,76227.80073,2518076.49,18285805.91,52103855.64,117532.9898,3822764.749,119050693.9,78652630.75,11182448.52,2141377.531,37734.44698,78632.11273,1393040.105,420131.1248,741182.7702,,,,1620.0,S1130,17.0
S1131,Sample,1131.0,,271899749.6,1671810.667,433531.9748,13909.22764,63461.94152,65958.61713,1693100.154,17002400.86,43728916.29,115431.6448,2139963.893,118936711.9,10831905.58,7525313.242,2178546.826,20630.85458,97470.94506,1303228.356,423217.2323,750811.9787,,,,1622.0,S1131,17.0
S1132,Sample,1132.0,,258258610.8,3388824.926,1391554.847,53199.91981,63835.73769,75821.10608,2618343.59,18055669.28,125510687.0,141247.4824,3410805.956,113684510.0,6625419.585,14316369.72,2269493.681,48039.42059,77020.09919,1294172.122,422557.742,749484.7266,,,,1624.0,S1132,17.0
S1133,Sample,1133.0,,296735184.1,2588339.555,1073454.138,11515.85527,64849.26294,56342.03369,1560927.674,17582460.06,72284387.72,125990.2122,1964732.59,117238783.2,28612773.64,10137959.46,2210973.059,8802.209228,121583.1563,1319975.962,418709.2781,745580.9838,,,,1626.0,S1133,17.0
S1134,Sample,1134.0,,245912557.2,2318466.67,1352899.242,4869.305828,27215.05909,59571.56664,1340683.627,20571282.12,49222783.89,131448.3558,2242935.98,131119389.0,9487223.023,5944205.078,2456159.825,12486.28374,96550.30336,1432142.317,412720.828,736113.4739,,,,1628.0,S1134,17.0
S1135,Sample,1135.0,,291522242.5,2211767.142,766191.7793,16261.05028,48463.92988,83043.92462,1434018.913,17974658.36,40759338.26,140820.3209,3252913.481,126187229.9,14055931.34,4879784.563,2286221.153,71524.14492,46049.85767,1445670.78,421494.3369,749932.1185,,,,1630.0,S1135,17.0
S1136,Sample,1136.0,,197083138.3,1349010.331,555306.4678,17645.3199,53094.09715,42413.15298,1381615.364,18403657.58,41080260.69,107566.8815,2117919.65,123366011.8,17860004.66,7539294.769,2263012.055,25096.71349,104937.9533,1341137.78,421100.148,749701.5134,,,,1632.0,S1136,17.0
S1137,Sample,1137.0,,242706046.8,1883379.871,1596514.665,120060.536,47497.89177,280910.2639,1881225.698,18647950.59,53091322.63,160494.1525,3254507.494,117223769.6,35115595.5,9221900.759,2151172.764,49233.23844,114541.7891,1399912.395,421742.0323,749202.8703,,,,1634.0,S1137,17.0
S1138,Sample,1138.0,,260720527.8,1775832.94,853738.3976,9060.385651,36174.31522,49874.81132,1275982.803,17724033.26,45019542.94,107314.5201,2470885.245,113966898.8,20036985.1,9102892.17,2083735.872,25524.81546,70658.54691,1272481.714,420665.365,751530.3129,,,,1636.0,S1138,17.0
S1139,Sample,1139.0,,173948367.6,2186089.155,2348204.173,4671.022374,48349.73395,73548.78413,1730814.742,17995294.09,42336813.14,119630.6297,2983742.162,115623709.8,21580820.23,7994836.951,2244985.457,17742.93283,112746.2706,1348769.608,421549.5765,745137.7037,,,,1638.0,S1139,17.0
S1140,Sample,1140.0,,301198848.4,2164066.829,822330.1414,5058.957879,37288.88273,45292.04408,1703036.342,15156660.24,45021797.32,108905.9425,2304561.333,120133843.8,14827117.65,7511485.232,2191410.4,31167.44403,96820.08766,1208805.717,422574.7514,752035.0242,,,,1642.0,S1140,17.0
S1141,Sample,1141.0,,199986351.3,1248876.103,428002.249,5024.451616,39907.86254,50135.00048,1121676.577,16057264.88,36685793.31,120195.9139,2020460.675,122680891.3,16279462.33,6336314.675,2165121.145,21489.83652,89245.0411,1244030.182,419367.2912,748507.0235,,,,1644.0,S1141,17.0
S1142,Sample,1142.0,,292341096.9,2473330.299,2824322.991,23311.2169,44238.26992,131019.0135,1603597.289,18988600.0,46486247.94,117712.835,2527724.394,120002396.6,29667289.31,8863554.612,2154352.355,11918.76066,89581.92976,1325507.726,421688.4509,747871.2017,,,,1646.0,S1142,17.0
S1143,Sample,1143.0,,247573129.2,1903027.122,639990.0349,5006.736493,34761.73107,86152.39885,1331758.772,15007928.1,43634341.32,138859.1952,3017186.3,116758906.9,16070580.79,8053756.425,1974916.036,8777.523525,91972.38635,1203287.19,421899.6445,750921.869,,,,1648.0,S1143,17.0
S1144,Sample,1144.0,,289432243.1,2413923.222,636506.3493,13830.59047,48228.11729,62912.24851,1496119.554,15014691.42,48388767.95,108658.2455,2732165.646,118275430.3,12969501.53,9000619.14,2073617.909,20844.77276,93256.65437,1257120.047,422046.4262,751981.7453,,,,1650.0,S1144,17.0
S1145,Sample,1145.0,,266288949.2,1409569.098,1856036.059,57483.90295,56453.53908,46033.73973,1435248.066,17595669.16,35819207.21,113584.1472,1989625.323,119941419.1,15610114.29,4804191.097,2280709.144,26727.01664,87987.96289,1302397.81,423437.3539,755509.4523,,,,1652.0,S1145,17.0
S1146,Sample,1146.0,,241779188.8,2045777.136,956125.8615,20216.76623,90856.24298,58570.32362,2035535.161,14348821.98,49526540.89,130471.0681,2607492.223,112635525.2,20339595.56,13142171.36,2156222.96,46554.15276,87655.4382,1180431.851,422769.7756,754380.1239,,,,1654.0,S1146,17.0
S1147,Sample,1147.0,,211121342.1,1288939.543,1050385.297,6844.318631,44258.52785,24948.03526,1323116.36,18595899.42,41214450.06,101022.8567,1652823.721,115104513.8,9468974.811,6361342.738,2128435.484,38070.6682,76010.95129,1374217.728,426101.2046,758596.798,,,,1656.0,S1147,17.0
S1148,Sample,1148.0,,236451831.2,1927132.698,1686591.84,4435.680975,47699.41591,67893.61464,1788929.717,17089869.04,54521611.63,106039.6751,2141570.4,115103389.1,15130243.34,7620908.114,2155555.879,15149.68693,77823.37172,1362030.631,425389.8225,755145.4533,,,,1658.0,S1148,17.0
S1149,Sample,1149.0,,237467706.0,2122122.633,2341025.601,4930.835568,28352.44714,55258.03854,1290407.477,15810269.72,37137925.61,103324.402,2869362.948,112981701.6,36951844.87,7880891.473,2157387.786,17908.85258,78396.71382,1156867.481,426243.8967,755087.0337,,,,1660.0,S1149,17.0
S1150,Sample,1150.0,,215473972.6,1535278.718,1248117.942,13039.00796,76770.95409,124742.7551,1769402.236,17546550.1,57465181.17,105308.7452,2604162.638,118670080.1,19120160.76,8456370.208,2199896.756,15826.22724,116833.0775,1198120.287,424270.3308,757075.2156,,,,1664.0,S1150,17.0
S1151,Sample,1151.0,,208686144.0,1678231.338,911641.3392,7044.359866,124881.6901,58438.19829,1062225.188,14584463.56,37244764.62,106653.2432,3096153.336,116090312.8,29310190.82,8468245.377,1894788.044,11281.01144,129466.4025,1169157.627,427916.781,767867.8505,,,,1666.0,S1151,17.0
S1152,Sample,1152.0,,177240057.9,2068350.013,470781.7326,5727.362632,20363.17411,61776.06398,1939999.759,16022795.04,32231346.77,148419.3037,2061562.221,119159234.6,10051248.87,5064185.826,2085387.457,39313.60467,104615.2886,1180307.752,427094.2815,758427.1478,,,,1668.0,S1152,17.0
